X,Y,OBJECTID,Bridge_Name,Town,Latitude,Longitude,Facility_Carried,Structure_Material,Structure_Type,Type_of_Service,Structure_Length,Bridge_Owner,Structurally_Deficient,Posted,Structure_Category,Bridge_Department_Number,Bridge_Identification_Number__B,Feature_Intersected,Highway_Agency_District,FHWARecord,Year_Built,Year_Reconstructed,BridgeInspectionDate,NHS,Deck_Condition,Superstructure_condition,Substructure_Condition,Culvert_Condition,deckArea,Clearance
-7964909.64889863,5190736.56703234,1321996,                    ,Hopkinton,42.19833333,-71.55,HWY   FOURTH RD   ,Steel,Culvert (includes frame culverts),Highway,1.2,MUN,NO,Open,Culvert,H23019,794,WATER INDIAN BROOK    ,3,False,1940,0,,False,N,N,N, ,38.75007751,0
-7997497.2158426,5257694.32779638,1321997,,Ashby,42.642361,-71.84273897,HWY   RINDGE RD ,Concrete,Frame (except frame culverts),Highway,6.1,MUN,NO,Open,Bridge (NBI),A12015,AGN,WATER FALULAH BROOK  ,3,True,1997,0,2021/03/18 00:00:00+00,False,7,7,8,N,499.01487232,0
-7957572.46490645,5200255.13147525,1321998, ,Ashland,42.261647,-71.48408897,HWY   HIGH ST,Steel continuous,Stringer/Multi-beam or Girder,Highway-pedestrian,83.6,DOT,NO,Open,Bridge (NBI),A14022,AGP,RR    MBTA/CSX       ,3,True,1999,0,2022/02/17 00:00:00+00,False,7,7,7,N,10078.46436334,6.4000001
-7954131.24431102,5200130.88951074,1321999,,Ashland,42.260821,-71.45317597,HWY   FOUNTAIN ST,Steel continuous,Stringer/Multi-beam or Girder,Highway-pedestrian,37.2,DOT,NO,Open,Bridge (NBI),A14011,AE1,RR    MBTA/CSX        ,3,True,2001,0,2021/10/19 00:00:00+00,False,7,8,7,N,4324.50876659,6.3699999
-7970528.50446692,5244948.33865093,1322000,,Ayer,42.55807883,-71.600475,HWY   W MAIN ST,Steel continuous,Stringer/Multi-beam or Girder,Highway,109.1,DOT,NO,Open,Bridge (NBI),A19007,ADK,COMB  MBTA/BM  & ACCS RD,3,True,1996,0,2020/06/09 00:00:00+00,False,6,7,7,N,23251.98283673,5.6799998
-7968930.17740133,5218126.10935988,1322001,       ,Hudson,42.380346,-71.586117,HWY   CHAPIN RD   ,Prestressed concrete,Slab,Highway-pedestrian,14.7,MUN,NO,Open,Bridge (NBI),H25002,ABQ,WATER ASSABET RIVER     ,3,True,1997,0,2020/12/03 00:00:00+00,False,7,7,7,N,1733.41582847,0
-7942379.5789257,5203872.70693926,1322002,Richard L. Walker Pedestrian Bridge,Natick,42.285693,-71.347609,HWY   WALNUT ST   ,Steel,Truss - Thru,Pedestrian-bicycle,24.7,DOT,NO,Open,Pedestrian,N03005,29Q,RR    MBTA/CSX,3,False,1996,0,2021/02/21 00:00:00+00,False,6,5,7,N,1462.27728976,6.0500002
-7957352.83343635,5175073.9966746,1322003,                    ,Bellingham,42.094014,-71.482116,HWY   DEPOT ST,Prestressed concrete,Slab,Highway-pedestrian,16.5,MUN,NO,Open,Bridge (NBI),B06024,7K4,WATER CHARLES RIVER    ,3,True,1992,0,2021/02/08 00:00:00+00,False,6,6,7,N,2095.73335877,0
-7991095.78667554,5193384.69479841,1322004,,Millbury,42.215954,-71.785234,ST146 SB,Steel continuous,Stringer/Multi-beam or Girder,Highway,204.4,DOT,NO,Open,Bridge (NBI),M22059,7LW,WATER BLACKSTONE RIVER  ,3,True,1997,0,2021/11/16 00:00:00+00,True,7,6,7,N,28381.84705049,0
-7956726.88638782,5235467.59549174,1322005,                    ,Acton,42.495314,-71.476493,HWY   CENTRAL ST  ,Steel,Culvert (includes frame culverts),Highway,5.6,MUN,NO,Open,Short Span Bridge,A02024,7NF,WATER FORT POND BROOK   ,3,False,2018,0,2021/08/16 00:00:00+00,False,N,N,N,8,579.92569998,0
-7956853.45648108,5233469.03562942,1322006,,Acton,42.482075,-71.47763,HWY   CENTRAL ST  ,Concrete,Culvert (includes frame culverts),Highway-pedestrian,3.4,MUN,UNKNOWN,Open,Culvert,A02025,7NG,WATER FORT POND BROOK   ,3,False,2009,0,,False,N,N,N,8,0,0
-7956076.11226199,5233000.36182792,1322007,                    ,Acton,42.47896997,-71.470647,HWY   ARLINGTON ST,Masonry,Culvert (includes frame culverts),Highway,5.5,MUN,NO,Posted For Load,Short Span Bridge,A02026,7NH,WATER FORT POND BROOK   ,3,False,1850,0,2021/08/23 00:00:00+00,False,N,N,N,6,629.94061213,0
-7991318.97312852,5265903.078574,1322008,                    ,Ashby,42.69658056,-71.78723889,ST 31 GREENVLLE RD,Concrete,Culvert (includes frame culverts),Highway,3.7,DOT,NO,Open,Short Span Bridge,A12001,7NJ,WATER LOCKE BROOK       ,3,False,1978,0,2018/07/11 00:00:00+00,True,N,N,N,7,426.89100933,0
-7990072.54064704,5262196.30556822,1322009,                    ,Ashby,42.67210283,-71.776042,ST119 TOWNSEND RD ,Concrete,Tee Beam,Highway,4.6,DOT,YES,Posted For Load,Short Span Bridge,A12007,7NK,WATER TRAPFALLS BROOK   ,3,False,1910,1931,2020/07/07 00:00:00+00,False,7,5,4,N,366.69617335,0
-7998827.26192277,5264551.26733486,1322010,                    ,Ashby,42.68765497,-71.85468697,ST119 STATE RD,Steel,Culvert (includes frame culverts),Highway,8.1,DOT,YES,Open,Bridge (NBI),A12019,7NL,WATER S BR SOUHEGAN RIV ,3,True,1962,0,2021/05/11 00:00:00+00,False,N,N,N,4,593.13341046,0
-7972207.26485001,5247791.48905241,1322011,                    ,Shirley,42.57688889,-71.61555556,ST  2 A/,Concrete,Culvert (includes frame culverts),Highway,3.7,DOT,NO,Open,Short Span Bridge,S13008,7Q5,WATER OVERFLOW CULVERT  ,3,False,1914,1927,2020/08/05 00:00:00+00,True,N,N,N,5,362.42087977,0
-7975777.44268834,5242464.15039996,1322012,Maritime Veterans Memorial Bridge,Shirley,42.541639,-71.647627,HWY   SHAKER RD,Concrete,Frame (except frame culverts),Highway,6.7,MUN,NO,Open,Bridge (NBI),S13015,7Q7,WATER CATACUNEMAUG BROOK,3,True,2011,0,2021/12/07 00:00:00+00,False,N,7,8,N,879.84201147,0
-7955986.70336067,5214380.89430187,1322013,                    ,Sudbury,42.35548883,-71.46984383,US 20 BSTN POST RD,Concrete,Culvert (includes frame culverts),Highway,4.6,DOT,NO,Open,Short Span Bridge,S31006,7QA,HWY   HENRY FORD UNDRPSS,3,False,1928,0,2021/08/04 00:00:00+00,False,N,N,N,7,703.09861335,2.6600001
-7948674.62486005,5221922.58440598,1322014,                    ,Sudbury,42.40553333,-71.40415833,HWY   CONCORD RD  ,Steel,Culvert (includes frame culverts),Highway,3,MUN,NO,Open,Culvert,S31003,7QB,WATER PANTRY BROOK      ,3,False,1960,0,,False,?,?,?,?,0,0
-7950279.36831367,5181489.23822567,1322015,                    ,Medway,42.136763,-71.418574,HWY   SHAW ST     ,Concrete,Slab,Highway,5.8,MUN,NO,Open,Short Span Bridge,M13014,7WA,WATER RELIEF CHANNEL    ,3,False,1900,1994,2018/05/14 00:00:00+00,False,7,7,6,N,493.20239869,0
-7945411.8109759,5189485.49844481,1322016,                    ,Millis,42.190007,-71.374848,HWY   MIDDLESEX ST,Masonry,Arch - Deck,Highway,3.1,MUN,NO,Open,Short Span Bridge,M23009,7WB,WATER BOGASTOW BROOK    ,3,False,1928,0,2021/03/30 00:00:00+00,False,N,7,7,N,259.27030192,0
-7944065.68569597,5189146.81979861,1322017,                    ,Millis,42.18775278,-71.36275555,ST115 ORCHARD ST,Masonry,Arch - Deck,Highway,3.4,MUN,NO,Open,Short Span Bridge,M23012,7WC,WATER BOGASTOW BROOK    ,3,False,1850,1931,2021/04/01 00:00:00+00,False,N,7,7,N,402.57026155,0
-7945058.26017354,5189590.67036325,1322018,                    ,Millis,42.190707,-71.371672,HWY   RIDGE ST    ,Concrete,Culvert (includes frame culverts),Highway,3.2,MUN,NO,Open,Short Span Bridge,M23013,7WD,WATER BOGASTOW BROOK    ,3,False,2013,0,2021/03/30 00:00:00+00,False,N,N,N,7,265.22274586,0
-7951928.8978115,5179335.5810898,1322019,                    ,Franklin,42.12241497,-71.43339197,HWY   BEECH ST,-,-,,2.7,MUN,NO,,Culvert,F08013,7WF,WATER MINE BROOK        ,3,False,1850,1900,,False,?,?,?,?,0,0
-7930973.77866477,5238874.2256064,1322020,                    ,Bedford,42.51787397,-71.24514897,HWY   MDDLSEX TPK ,Steel,Culvert (includes frame culverts),Highway-pedestrian,11.6,MUN,NO,Open,Bridge (NBI),B04006,2B5,WATER SHAWSHEEN RIVER   ,4,True,1975,0,2022/03/09 00:00:00+00,False,N,N,N,5,1523.30860264,0
-7934535.11590088,5233867.99009464,1322021,                    ,Bedford,42.484718,-71.277141,HWY   SOUTH RD  ,Concrete,Culvert (includes frame culverts),Highway-pedestrian,6.7,MUN,YES,Posted For Load,Bridge (NBI),B04010,2B7,WATER ELM BROOK         ,4,True,1970,0,2022/02/10 00:00:00+00,False,N,N,N,4,1132.25570328,0
-7933071.37533303,5232211.14848258,1322022,                    ,Bedford,42.47374097,-71.263992,HWY   SUMMER ST   ,Prestressed concrete,Box Beam or Girders - Multiple,Highway-pedestrian,8.5,MUN,NO,Open,Bridge (NBI),B04017,2B8,WATER SHAWSHEEN RIVER   ,4,True,1959,0,2022/02/16 00:00:00+00,False,6,6,5,N,1226.00939684,0
-7918853.75643999,5229571.10776498,1322023,                    ,Winchester,42.456246,-71.136273,HWY   SKILLINGS RD,Concrete,Culvert (includes frame culverts),Highway-pedestrian,12.7,MUN,NO,Open,Bridge (NBI),W40027,2CK,WATER ABERJONA RIVER    ,4,True,1955,0,2021/12/21 00:00:00+00,True,N,N,N,5,2419.61956001,0
-7918707.81689905,5235984.85089452,1322024,                    ,Woburn,42.49873997,-71.134962,HWY   OLYMPIA AVE ,Prestressed concrete,Slab,Highway-pedestrian,48.2,DOT,NO,Open,Bridge (NBI),W43044,2CL,RR    MBTA/BMRR     ,4,True,1963,0,2020/07/29 00:00:00+00,False,6,6,5,N,7263.48690211,5.9200001
-7933511.51327236,5210627.37315099,1322025,                    ,Newton,42.33056667,-71.26794583,HWY   CONCORD ST  ,Concrete,Arch - Deck,Highway-pedestrian,24.7,MUN,NO,Open,Bridge (NBI),N12008,2CM,WATER CHARLES RIVER     ,6,True,1907,0,2021/08/24 00:00:00+00,False,N,6,6,N,3668.9866543,0
-7926448.19364394,5215930.37625326,1322026,                    ,Newton,42.365774,-71.20449497,HWY   BRIDGE ST   ,Prestressed concrete,Stringer/Multi-beam or Girder,Highway-pedestrian,29.3,MUN,NO,Open,Bridge (NBI),N12011,2CN,WATER CHARLES RIVER     ,6,True,1967,0,2020/08/03 00:00:00+00,False,7,7,6,N,5266.88914324,0
-7931865.67251697,5210051.92433286,1322027,WALES ST BRIDGE,Newton,42.326745,-71.253161,HWY   WALES ST    ,Concrete,Arch - Deck,Highway-pedestrian,17.9,MUN,NO,Open,Bridge (NBI),N12006,2CP,WATER CHARLES RIVER     ,6,True,1928,0,2021/08/24 00:00:00+00,False,N,6,6,N,3217.65593452,0
-7925309.61783021,5223407.6311557,1322028,                    ,Arlington,42.41538297,-71.19426697,ST  2             ,Steel,Stringer/Multi-beam or Girder,Highway,26.2,DOT,NO,Open,Bridge (NBI),A10023,2DP,HWY   DOW AVE           ,4,True,1967,0,2022/02/28 00:00:00+00,True,5,7,5,N,12042.0178849,4.3400002
-7919659.19004969,5220701.091749,1322029,                    ,Arlington,42.39743056,-71.14350833,ST  2 EB RAMP,Prestressed concrete,Slab,Highway-pedestrian,16.5,DOT,NO,Open,Bridge (NBI),A10025,2DQ,WATER ALEWIFE BROOK     ,4,True,1986,2021,2021/09/09 00:00:00+00,True,7,5,6,N,2166.77516755,0
-7942727.3793295,5227933.94635263,1322030,                    ,Concord,42.44539444,-71.35073333,ST  2 CONCORD TPK,Prestressed concrete,Box Beam or Girders - Multiple,Highway,22.6,DOT,NO,Open,Bridge (NBI),C19020,2DR,RR    MBTA/BMRR         ,4,True,1991,0,2020/11/24 00:00:00+00,True,6,6,5,N,5716.71282406,6.4499998
-7945063.3825467,5228891.55946767,1322031,                    ,Concord,42.451742,-71.371718,ST  2 CONCORD TPK,Concrete,Arch - Deck,Highway-pedestrian,26.8,DOT,YES,Open,Bridge (NBI),C19021,2DT,WATER SUDBURY RIVER     ,4,True,1934,0,2021/08/31 00:00:00+00,True,N,4,5,N,5740.60849099,0
-7946138.39534629,5229847.07328792,1322032,                    ,Concord,42.458075,-71.381375,ST  2 CONCORD TPK,Prestressed concrete,Box Beam or Girders - Multiple,Highway,21,DOT,NO,Open,Bridge (NBI),C19022,2DU,RR    MBTA/BMRR         ,4,True,1988,0,2020/11/24 00:00:00+00,True,5,5,6,N,5334.59400415,5.8200002
-7932888.0280247,5212986.40135041,1322033,                    ,Weston,42.346231,-71.26234497,I  95 /ST128     ,Steel,Stringer/Multi-beam or Girder,Highway,16.2,DOT,NO,Open,Bridge (NBI),W29018,2F4,HWY   NORUMBEGA RD      ,6,True,1950,1962,2021/03/24 00:00:00+00,True,7,5,6,N,6643.70085079,4.3899999
-7932859.08511633,5212793.75932507,1322034,                    ,Weston,42.34495197,-71.26208497,I  95 ON RAMP ,Steel,Stringer/Multi-beam or Girder,Highway,12.2,DOT,NO,Open,Bridge (NBI),W29025,2F5,OTHER MDC AQUEDUCT      ,6,True,1950,0,2021/01/07 00:00:00+00,False,7,6,6,N,3401.18041451,0
-7921073.13418717,5236089.78540702,1322035,                    ,Woburn,42.49943497,-71.15621,I  95 NB/ST128 NB ,Concrete,Frame (except frame culverts),Highway,21.6,DOT,NO,Open,Bridge (NBI),W43031,2F6,ST 38 WB/MAIN ST        ,4,True,1949,1961,2022/01/04 00:00:00+00,True,N,6,6,N,4859.25972,5.5799999
-7921079.69893319,5236122.25166797,1322036,                    ,Woburn,42.49965,-71.15626897,I  95 SB/ST128 SB ,Concrete,Frame (except frame culverts),Highway,21.6,DOT,NO,Open,Bridge (NBI),W43031,2F7,ST 38 WB/MAIN ST        ,4,True,1949,1961,2022/01/04 00:00:00+00,True,N,7,7,N,4859.25972,5.79
-7921283.63946439,5236052.03896558,1322037,                    ,Woburn,42.49918497,-71.158101,I  95 NB/ST128 NB ,Steel continuous,Stringer/Multi-beam or Girder,Highway,37.5,DOT,NO,Open,Bridge (NBI),W43022,2F8,ST 38 SB/MAIN ST        ,4,True,1949,1961,2020/07/16 00:00:00+00,True,5,5,5,N,10817.72956845,4.6199999
-7919038.65895286,5244143.94747214,1322038,                    ,Wilmington,42.552756,-71.137934,I  93 SB          ,Prestressed concrete,Stringer/Multi-beam or Girder,Highway,12.5,DOT,NO,Open,Bridge (NBI),W38026,2HV,WATER IPSWICH RIVER     ,4,True,1958,0,2020/05/07 00:00:00+00,True,5,6,6,N,3404.08653578,0
-7919349.04246131,5244993.10011168,1322039,                    ,Wilmington,42.558375,-71.14072222,I  93             ,Steel continuous,Stringer/Multi-beam or Girder,Highway,44.8,DOT,NO,Open,Bridge (NBI),W38031,2HW,HWY   CONCORD ST        ,4,True,1958,1974,2021/01/12 00:00:00+00,True,6,6,5,N,25316.71674273,4.5900002
-7922186.76292507,5250307.60349533,1322040,                    ,Wilmington,42.59353056,-71.16621389,I  93 NB      ,Steel,Stringer/Multi-beam or Girder,Highway,23.2,DOT,NO,Open,Bridge (NBI),W38036,2HX,RR    MBTA/BMRR         ,4,True,1959,0,2020/03/28 00:00:00+00,True,5,6,6,N,5269.14965592,5.7199998
-7922213.04682338,5250139.16974017,1322041,                    ,Wilmington,42.59241667,-71.16645,I  93 SB       ,Steel,Stringer/Multi-beam or Girder,Highway,21.3,DOT,NO,Open,Bridge (NBI),W38037,2HY,RR    MBTA/BMRR         ,4,True,1959,0,2020/03/23 00:00:00+00,True,5,6,5,N,4837.62403294,5.6900001
-7916318.05867439,5232950.39099051,1322042,                    ,Woburn,42.47863889,-71.11349445,I  93 NB OFF RMP  ,Prestressed concrete,Slab,Highway,8.7,DOT,NO,Open,Bridge (NBI),W43039,2J0,OTHER TRI COMMUNITY GREE,4,True,1958,1971,2021/02/18 00:00:00+00,True,6,6,6,N,1713.72204493,5.79
-7926487.60109292,5223728.35711495,1322043,                    ,Lexington,42.41751,-71.20484897,HWY   WATERTOWN ST,Steel,Stringer/Multi-beam or Girder,Highway-pedestrian,64.6,DOT,YES,Open,Bridge (NBI),L10020,2KA,ST  2                   ,4,True,1967,0,2022/01/27 00:00:00+00,True,5,5,4,N,11334.1813478,4.3899999
-7930962.20424326,5231700.43997043,1322044,TROOPER DAVIDSON G. WHITING MEMORIAL BRIDGE,Lexington,42.470357,-71.245045,ST  4 BEDFORD ST  ,Steel continuous,Stringer/Multi-beam or Girder,Highway-pedestrian,71,DOT,NO,Open,Bridge (NBI),L10014,2KB,I  95 /ST128           ,4,True,1961,0,2022/01/24 00:00:00+00,True,5,5,5,N,20634.41627514,4.4699998
-7943271.91759337,5231133.04655859,1322045,                    ,Concord,42.46659722,-71.355625,HWY   LOWELL RD   ,Steel,Stringer/Multi-beam or Girder,Highway-pedestrian,28.3,DOT,NO,Open,Bridge (NBI),C19011,2KC,WATER CONCORD RIVER     ,4,True,1964,0,2021/02/11 00:00:00+00,False,6,5,5,N,4995.7459276,0
-7945847.72849426,5249880.85341121,1322046,                    ,Chelmsford,42.59070833,-71.37876389,HWY   HUNT RD     ,Steel continuous,Stringer/Multi-beam or Girder,Highway-pedestrian,91.2,DOT,NO,Open,Bridge (NBI),C08048,2LP,I 495                   ,4,True,1961,2017,2021/01/19 00:00:00+00,False,7,7,6,N,14823.19582999,4.9000001
-7943808.41659409,5251409.84698835,1322047,                    ,Chelmsford,42.60081944,-71.36044444,HWY   WESTFORD ST ,Steel,Stringer/Multi-beam or Girder,Highway-pedestrian,119.5,DOT,YES,Posted For Load,Bridge (NBI),C08036,2LQ,I 495                   ,4,True,1961,0,2021/03/08 00:00:00+00,False,3,4,5,N,19422.93815737,4.9000001
-7940475.9430406,5252851.69677009,1322048,                    ,Chelmsford,42.61035278,-71.33050833,HWY   GLEN AVE    ,Prestressed concrete,Slab,Highway-pedestrian,11.9,DOT,NO,Open,Bridge (NBI),C08034,2LR,WATER RIVER MEADOW BROOK,4,True,1959,0,2021/03/11 00:00:00+00,False,7,7,6,N,1562.70451478,0
-7938620.92695902,5256498.47741894,1322049,Louis Centore,Lowell,42.63445833,-71.31384444,HWY   YMCA DR  ,Steel continuous,Stringer/Multi-beam or Girder,Highway-pedestrian,49.7,DOT,NO,Open,Bridge (NBI),L15008,2N3,COMB  MBTA/BMRR & DRIVE,4,True,1892,1997,2021/06/01 00:00:00+00,False,7,7,7,N,7008.05929816,6.4499998
-7938760.58346685,5254951.83123612,1322050,                    ,Lowell,42.624236,-71.315099,HWY   PLAIN ST    ,Prestressed concrete,Box Beam or Girders - Multiple,Highway-pedestrian,22.9,DOT,NO,Open,Bridge (NBI),L15002,2N4,RR    CSX (ABAND)       ,4,True,1993,0,2020/11/18 00:00:00+00,False,7,7,7,N,3796.00064872,5.6900001
-7940483.14198421,5257466.12410557,1322051,                    ,Lowell,42.640853,-71.330573,HWY   WALKER ST   ,Steel,Truss - Thru,Highway-pedestrian,19.5,DOT,NO,Open,Bridge (NBI),L15011,2N6,RR    BMRR              ,4,True,1910,1994,2020/11/12 00:00:00+00,False,5,5,5,N,2581.72391424,6.8299999
-7940743.74079844,5257414.2141968,1322052,                    ,Lowell,42.64050997,-71.332914,HWY   WILDER ST   ,Prestressed concrete,Slab,Highway-pedestrian,12.6,DOT,NO,Open,Bridge (NBI),L15012,2N7,RR    BMRR PAN AM       ,4,True,1850,1997,2021/10/22 00:00:00+00,False,6,6,6,N,1749.56599967,5.5100002
-7895680.70399579,5290483.10788766,1322053,                    ,Amesbury,42.858651,-70.92810597,HWY   ELM ST      ,Masonry,Arch - Deck,Highway-pedestrian,7.9,MUN,NO,Open,Bridge (NBI),A07006,2PD,WATER BACK RIVER        ,4,True,1860,0,2020/09/04 00:00:00+00,False,N,6,7,N,1615.66297449,0
-7895333.0913843,5244068.74394741,1322054,Lt. Leonard M. Szypko Memorial Bridge                    ,Danvers,42.55225833,-70.92498333,ST 35 WATER ST,Prestressed concrete,Stringer/Multi-beam or Girder,Highway-pedestrian,17.1,MUN,NO,Open,Bridge (NBI),D03002,2PE,WATER CRANE RIVER       ,4,True,1980,0,2021/06/23 00:00:00+00,False,6,5,6,N,2632.099015,0
-7862970.57252986,5254732.62044907,1322055,                    ,Gloucester,42.622787,-70.63426597,ST127 A/THATCHER ,Concrete,Slab,Highway,10.1,MUN,NO,Open,Bridge (NBI),G05010,2PH,WATER MARSH CREEK       ,4,True,1921,0,2021/11/11 00:00:00+00,False,5,5,7,N,837.10929162,0
-7895147.26393523,5289652.3112726,1322056,                    ,Amesbury,42.85318,-70.923314,HWY   OAK ST      ,Steel continuous,Stringer/Multi-beam or Girder,Highway-pedestrian,25,MUN,NO,Posted For Load,Bridge (NBI),A07008,2QX,TR    AMESBURY RIVERWALK,4,True,1949,0,2022/01/13 00:00:00+00,False,5,5,6,N,2825.52648525,5.1799998
-7896272.36720265,5290321.0731655,1322057,                    ,Amesbury,42.857584,-70.93342097,HWY   POND ST     ,Masonry,Arch - Deck,Highway-pedestrian,8.8,MUN,NO,Open,Bridge (NBI),A07011,2QY,WATER POWWOW RIVER      ,4,True,1850,0,2021/09/16 00:00:00+00,False,N,5,6,N,937.75185921,0
-7895544.78285909,5290129.1215149,1322058,                    ,Amesbury,42.85631997,-70.92688497,HWY   WATER ST,Prestressed concrete,Slab,Highway-pedestrian,10.7,MUN,NO,Open,Bridge (NBI),A07032,2R0,WATER PLUMBUSH CREEK    ,4,True,1990,0,2020/07/02 00:00:00+00,False,6,6,6,N,1289.94702473,0
-7890072.62677523,5280371.06771371,1322059,                    ,Newbury,42.79202778,-70.87772778,US  1 NEWBRPRT TPK,Concrete,Tee Beam,Highway-pedestrian,7.6,DOT,YES,Open,Bridge (NBI),N10004,2TB,WATER LITTLE RIVER      ,4,True,1922,1935,2021/07/08 00:00:00+00,True,6,4,6,N,1873.35094485,0
-7889793.79614451,5283510.40494986,1322060,                    ,Newburyport,42.812719,-70.875223,US  1 ,Steel continuous,Stringer/Multi-beam or Girder,Highway,117.5,DOT,YES,Open,Bridge (NBI),N11013,2TC,HWY   MERRIMAC ST       ,4,True,1976,0,2021/10/13 00:00:00+00,False,5,4,5,N,23018.62369793,4.29
-7889529.41236155,5283995.705136,1322061,"GILLIS,  NBRYPT TPK ",Newburyport,42.81591697,-70.872848,US  1 BRIDGE RD   ,Steel,Movable - Bascule,Highway-pedestrian,372.8,DOT,YES,Open,Bridge (NBI),N11011,2TD,WATER MERRIMACK RIVER   ,4,True,1976,0,2020/09/01 00:00:00+00,False,5,4,5,N,100319.64242342,0
-7902889.75743796,5240196.8977341,1322062,                    ,Peabody,42.526631,-70.992866,HWY   DEARBON RD  ,Steel,Stringer/Multi-beam or Girder,Highway-pedestrian,17.1,DOT,NO,Open,Bridge (NBI),P03027,2TE,HWY   US 1 N RAMP C,4,True,1959,0,2021/08/12 00:00:00+00,False,6,6,6,N,2429.62986,4.21
-7901808.61930916,5243465.31572434,1322063,                    ,Peabody,42.548265,-70.98315397,US  1 NB/NEWBURY,Prestressed concrete,Box Beam or Girders - Single or Spread,Highway-pedestrian,21.7,DOT,NO,Open,Bridge (NBI),P03001,2TF,HWY   LOWELL ST         ,4,True,1948,2006,2020/08/17 00:00:00+00,True,6,6,7,N,4269.04417618,4.52
-7926516.32350003,5270725.04234045,1322064,                    ,Methuen,42.728408,-71.20510697,I  93             ,Prestressed concrete,Stringer/Multi-beam or Girder,Highway,37.5,DOT,NO,Open,Bridge (NBI),M17020,2UT,HWY   PELHAM ST         ,4,True,1959,1974,2020/10/19 00:00:00+00,True,6,6,5,N,26237.03164875,4.4899998
-7926357.47370716,5271256.51551296,1322065,                    ,Methuen,42.731915,-71.20368,I  93             ,Prestressed concrete,Stringer/Multi-beam or Girder,Highway,34.1,DOT,NO,Open,Bridge (NBI),M17021,2UU,ST213 EB                ,4,True,1959,1974,2020/10/15 00:00:00+00,True,5,5,6,N,16553.92376902,4.4899998
-7926350.34623675,5271743.75929267,1322066,                    ,Methuen,42.73512997,-71.20361597,I  93             ,Prestressed concrete,Stringer/Multi-beam or Girder,Highway,39.9,DOT,NO,Open,Bridge (NBI),M17023,2UV,ST213 WB                ,4,True,1959,1974,2020/10/20 00:00:00+00,True,5,5,5,N,18338.79844858,4.3899999
-7926771.91332818,5272603.58997783,1322067,                    ,Methuen,42.74080297,-71.20740297,I  93             ,Concrete,Slab,Highway,6.7,DOT,NO,Open,Bridge (NBI),M17029,2UW,WATER HARRIS BROOK      ,4,True,1959,1972,2020/08/19 00:00:00+00,True,5,5,6,N,3173.20069709,0
-7905154.56559527,5238548.83290598,1322068,                    ,Lynnfield,42.51571944,-71.01321111,I  95 NB/ST128 NB ,Concrete,Frame (except frame culverts),Highway-pedestrian,18.3,DOT,NO,Open,Bridge (NBI),L19007,2W6,HWY   SUMMER ST         ,4,True,1940,1960,2021/05/18 00:00:00+00,True,N,5,7,N,4038.0807734,4.2600002
-7905167.86208796,5238573.16466801,1322069,                    ,Lynnfield,42.51588056,-71.01333056,I  95 SB/ST128 SB ,Concrete,Frame (except frame culverts),Highway-pedestrian,18.3,DOT,NO,Open,Bridge (NBI),L19007,2W7,HWY   SUMMER ST         ,4,True,1940,1960,2021/05/17 00:00:00+00,True,N,6,6,N,4038.0807734,4.2600002
-7899783.16233071,5286874.35736738,1322070,                    ,Amesbury,42.83488297,-70.96495897,I 495 SB          ,Steel,Stringer/Multi-beam or Girder,Highway,40.8,DOT,NO,Open,Bridge (NBI),A07021,2W8,HWY   MIDDLE RD         ,4,True,1964,0,2021/11/19 00:00:00+00,True,5,5,5,N,7509.76483776,4.4200001
-7899830.1391495,5286808.78283889,1322071,                    ,Amesbury,42.834451,-70.96538097,I 495 NB          ,Steel,Stringer/Multi-beam or Girder,Highway,40.8,DOT,NO,Open,Bridge (NBI),A07021,2W9,HWY   MIDDLE RD         ,4,True,1964,0,2021/11/19 00:00:00+00,True,5,5,5,N,7509.76483776,4.4400001
-7896618.21521377,5287575.26200189,1322072,                    ,Amesbury,42.8395,-70.93652778,I 495 NB          ,Steel,Stringer/Multi-beam or Girder,Highway,37.5,DOT,NO,Open,Bridge (NBI),A07023,2WA,ST150                   ,4,True,1967,1993,2021/10/18 00:00:00+00,True,6,5,5,N,7144.54594492,4.7399998
-7919220.71678785,5266925.94285478,1322073,                    ,North Andover,42.70333333,-71.13956944,I 495 NB RAMP N   ,Steel,Stringer/Multi-beam or Girder,Highway,117.3,DOT,YES,Open,Bridge (NBI),N15018,2XK,COMB  SUTTON ST & MBTA,4,True,1963,0,2021/12/18 00:00:00+00,False,6,4,5,N,13131.10959957,4.6999998
-7892172.80294719,5290157.37110236,1322074,                    ,Salisbury,42.856506,-70.89659397,I 495 NB          ,Steel,Stringer/Multi-beam or Girder,Highway,102.4,DOT,NO,Open,Bridge (NBI),S02009,2XL,I  95                   ,4,True,1969,0,2022/02/16 00:00:00+00,True,5,6,5,N,14769.80732191,4.4400001
-7927827.67020838,5258783.98258302,1322075,                    ,Andover,42.64956097,-71.216887,I 495 SB          ,Steel,Stringer/Multi-beam or Girder,Highway,39.3,DOT,NO,Open,Bridge (NBI),A09030,2XM,HWY   HAGGETTS POND RD  ,4,True,1961,1987,2020/10/23 00:00:00+00,True,5,6,6,N,7360.57703611,4.4400001
